Marca,Modelo,Cilindrada,Versión,Potencia,Año lanzamiento,Año matriculación,Edad actual,Código postal,Tipo carnet,Edad carnet,Tipo seguro,Precio mínimo
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,19,08001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Terceros ampliado,592€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,19,08001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Todo riesgo con franquicia,1.122€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,19,28001,A1 (para conducir motos de hasta 125cc),19,Terceros sin asistencia en viaje,297€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,19,28001,A1 (para conducir motos de hasta 125cc),19,Terceros con asistencia en viaje,314€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,19,28001,A1 (para conducir motos de hasta 125cc),19,Terceros ampliado,560€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,19,28001,A1 (para conducir motos de hasta 125cc),19,Todo riesgo con franquicia,1.050€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,19,28001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Terceros sin asistencia en viaje,250€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,19,28001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Terceros con asistencia en viaje,268€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,19,28001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Terceros ampliado,473€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,19,28001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Todo riesgo con franquicia,892€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,22,08001,A1 (para conducir motos de hasta 125cc),22,Terceros sin asistencia en viaje,282€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,22,08001,A1 (para conducir motos de hasta 125cc),22,Terceros con asistencia en viaje,299€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,22,08001,A1 (para conducir motos de hasta 125cc),22,Terceros ampliado,531€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,22,08001,A1 (para conducir motos de hasta 125cc),22,Todo riesgo con franquicia,1.068€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,22,08001,A1 (para conducir motos de hasta 125cc),19,Terceros sin asistencia en viaje,198€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,22,08001,A1 (para conducir motos de hasta 125cc),19,Terceros con asistencia en viaje,215€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,22,08001,A1 (para conducir motos de hasta 125cc),19,Terceros ampliado,375€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,22,08001,A1 (para conducir motos de hasta 125cc),19,Todo riesgo con franquicia,665€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,22,08001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",22,Terceros sin asistencia en viaje,253€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,22,08001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",22,Terceros con asistencia en viaje,270€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,22,08001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",22,Terceros ampliado,478€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,22,08001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",22,Todo riesgo con franquicia,905€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,22,08001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Terceros sin asistencia en viaje,174€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,22,08001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Terceros con asistencia en viaje,191€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,22,08001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Terceros ampliado,331€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,22,08001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Todo riesgo con franquicia,605€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,22,28001,A1 (para conducir motos de hasta 125cc),22,Terceros sin asistencia en viaje,225€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,22,28001,A1 (para conducir motos de hasta 125cc),22,Terceros con asistencia en viaje,242€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,22,28001,A1 (para conducir motos de hasta 125cc),22,Terceros ampliado,426€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,22,28001,A1 (para conducir motos de hasta 125cc),22,Todo riesgo con franquicia,849€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,22,28001,A1 (para conducir motos de hasta 125cc),19,Terceros sin asistencia en viaje,159€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,22,28001,A1 (para conducir motos de hasta 125cc),19,Terceros con asistencia en viaje,176€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,22,28001,A1 (para conducir motos de hasta 125cc),19,Terceros ampliado,303€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,22,28001,A1 (para conducir motos de hasta 125cc),19,Todo riesgo con franquicia,531€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,22,28001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",22,Terceros sin asistencia en viaje,203€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,22,28001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",22,Terceros con asistencia en viaje,220€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,22,28001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",22,Terceros ampliado,384€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,22,28001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",22,Todo riesgo con franquicia,721€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,22,28001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Terceros sin asistencia en viaje,140€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,22,28001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Terceros con asistencia en viaje,157€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,22,28001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Terceros ampliado,268€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,22,28001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Todo riesgo con franquicia,484€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,26,08001,A1 (para conducir motos de hasta 125cc),26,Terceros sin asistencia en viaje,225€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,26,08001,A1 (para conducir motos de hasta 125cc),26,Terceros con asistencia en viaje,242€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,26,08001,A1 (para conducir motos de hasta 125cc),26,Terceros ampliado,390€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,26,08001,A1 (para conducir motos de hasta 125cc),26,Todo riesgo con franquicia,839€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,26,08001,A1 (para conducir motos de hasta 125cc),23,Terceros sin asistencia en viaje,159€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,26,08001,A1 (para conducir motos de hasta 125cc),23,Terceros con asistencia en viaje,176€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,26,08001,A1 (para conducir motos de hasta 125cc),23,Terceros ampliado,296€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,26,08001,A1 (para conducir motos de hasta 125cc),23,Todo riesgo con franquicia,489€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,26,08001,A1 (para conducir motos de hasta 125cc),19,Terceros sin asistencia en viaje,124€
YAMAHA,X-MAX,125 cc,X-MAX 125,12 CV,2021,2021,26,08001,A1 (para conducir motos de hasta 125cc),19,Terceros con asistencia en viaje,141€
