Marca,Modelo,Cilindrada,Versión,Potencia,Año lanzamiento,Año matriculación,Edad actual,Código postal,Tipo carnet,Edad carnet,Tipo seguro,Precio mínimo
HONDA,FORZA,125 cc,FORZA 125 ABS,15 CV,2020,2020,22,28001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Terceros con asistencia en viaje,147€
HONDA,FORZA,125 cc,FORZA 125 ABS,15 CV,2020,2020,22,28001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Terceros ampliado,259€
HONDA,FORZA,125 cc,FORZA 125 ABS,15 CV,2020,2020,22,28001,"A2 (para motos de hasta 35kw y 0,2 kw/kg o motos limitadas)",19,Todo riesgo con franquicia,471€
HONDA,FORZA,125 cc,FORZA 125 ABS,15 CV,2020,2020,26,08001,A1 (para conducir motos de hasta 125cc),26,Terceros sin asistencia en viaje,208€
HONDA,FORZA,125 cc,FORZA 125 ABS,15 CV,2020,2020,26,08001,A1 (para conducir motos de hasta 125cc),26,Terceros con asistencia en viaje,225€
HONDA,FORZA,125 cc,FORZA 125 ABS,15 CV,2020,2020,26,08001,A1 (para conducir motos de hasta 125cc),26,Terceros ampliado,391€
HONDA,FORZA,125 cc,FORZA 125 ABS,15 CV,2020,2020,26,08001,A1 (para conducir motos de hasta 125cc),26,Todo riesgo con franquicia,817€
HONDA,FORZA,125 cc,FORZA 125 ABS,15 CV,2020,2020,26,08001,A1 (para conducir motos de hasta 125cc),23,Terceros sin asistencia en viaje,150€
HONDA,FORZA,125 cc,FORZA 125 ABS,15 CV,2020,2020,26,08001,A1 (para conducir motos de hasta 125cc),23,Terceros con asistencia en viaje,167€
HONDA,FORZA,125 cc,FORZA 125 ABS,15 CV,2020,2020,26,08001,A1 (para conducir motos de hasta 125cc),23,Terceros ampliado,298€
HONDA,FORZA,125 cc,FORZA 125 ABS,15 CV,2020,2020,26,08001,A1 (para conducir motos de hasta 125cc),23,Todo riesgo con franquicia,494€
HONDA,FORZA,125 cc,FORZA 125 ABS,15 CV,2020,2020,26,08001,A1 (para conducir motos de hasta 125cc),19,Terceros sin asistencia en viaje,115€
HONDA,FORZA,125 cc,FORZA 125 ABS,15 CV,2020,2020,26,08001,A1 (para conducir motos de hasta 125cc),19,Terceros con asistencia en viaje,132€
